,OrderNumber,OrderDate,CustomerNameIndex,Channel,CurrencyCode,WarehouseCode,DeliveryRegionIndex,ProductDescriptionIndex,OrderQuantity,UnitPrice,LineTotal,TotalUnitCost
6708,SO - 0006809,42585,172,Export,USD,GUT930,40,14,9,201.0,1809.0,116.58
6709,SO - 0006810,42585,24,Distributor,USD,AXW291,6,6,7,5473.9,38317.3,2463.255
6710,SO - 0006811,42586,146,Distributor,USD,GUT930,32,10,8,3879.3,31034.4,1784.478
6711,SO - 0006812,42586,77,Wholesale,USD,AXW291,13,3,12,6023.3,72279.6,3132.116
6712,SO - 0006813,42586,166,Wholesale,USD,AXW291,5,13,8,5326.5,42612.0,2929.575
6713,SO - 0006814,42586,23,Wholesale,USD,AXW291,21,1,12,187.6,2251.2,155.708
6714,SO - 0006815,42586,72,Distributor,USD,AXW291,8,11,8,3557.7,28461.6,1600.965
6715,SO - 0006816,42586,54,Wholesale,USD,GUT930,39,4,11,261.3,2874.3,125.424
6716,SO - 0006817,42586,146,Wholesale,USD,AXW291,18,5,6,5460.5,32763.0,2839.46
6717,SO - 0006818,42586,49,Distributor,USD,NXH382,58,6,8,261.3,2090.4,154.167
6718,SO - 0006819,42586,146,Wholesale,USD,AXW291,17,14,9,1762.1,15858.9,792.945
6719,SO - 0006820,42587,117,Wholesale,USD,AXW291,1,11,7,1145.7,8019.9,515.565
6720,SO - 0006821,42587,16,Wholesale,USD,NXH382,50,6,11,2720.2,29922.2,2176.16
6721,SO - 0006822,42587,132,Distributor,USD,AXW291,26,13,6,4020.0,24120.0,2613.0
6722,SO - 0006823,42587,160,Wholesale,USD,AXW291,5,12,5,1085.4,5427.0,911.736
6723,SO - 0006824,42587,33,Wholesale,USD,NXH382,49,12,8,2358.4,18867.2,1108.448
6724,SO - 0006825,42587,90,Distributor,USD,AXW291,19,12,11,2398.6,26384.6,1199.3
6725,SO - 0006826,42587,131,Export,USD,NXH382,59,2,8,3986.5,31892.0,2152.71
6726,SO - 0006827,42587,63,Wholesale,USD,GUT930,34,10,8,2860.9,22887.2,1773.758
6727,SO - 0006828,42587,135,Wholesale,USD,NXH382,49,5,6,3819.0,22914.0,2253.21
6728,SO - 0006829,42587,41,Distributor,USD,GUT930,34,14,5,1835.8,9179.0,972.974
6729,SO - 0006830,42587,78,Distributor,USD,NXH382,49,15,5,1045.2,5226.0,804.804
6730,SO - 0006831,42588,170,Wholesale,USD,GUT930,42,13,5,1105.5,5527.5,563.805
6731,SO - 0006832,42588,19,Wholesale,USD,GUT930,47,13,12,3912.8,46953.6,2856.344
6732,SO - 0006833,42588,172,Export,USD,FLR025,63,1,7,2613.0,18291.0,2142.66
6733,SO - 0006834,42588,33,Wholesale,USD,GUT930,46,4,8,3859.2,30873.6,2431.296
6734,SO - 0006835,42588,174,Export,USD,AXW291,9,5,9,3973.1,35757.9,2661.977
6735,SO - 0006836,42589,89,Wholesale,USD,AXW291,19,14,9,3879.3,34913.7,2521.545
6736,SO - 0006837,42589,109,Distributor,USD,AXW291,12,1,10,187.6,1876.0,75.04
6737,SO - 0006838,42589,171,Wholesale,USD,AXW291,26,3,8,2525.9,20207.2,2020.72
6738,SO - 0006839,42589,135,Distributor,USD,AXW291,16,14,9,1876.0,16884.0,1575.84
6739,SO - 0006840,42589,1,Distributor,USD,GUT930,43,15,7,2606.3,18244.1,1329.213
6740,SO - 0006841,42589,157,Export,USD,AXW291,17,2,5,3819.0,19095.0,2864.25
6741,SO - 0006842,42589,23,Distributor,USD,FLR025,60,14,9,6103.7,54933.3,3051.85
6742,SO - 0006843,42589,112,Wholesale,USD,NXH382,50,15,10,3932.9,39329.0,2084.437
6743,SO - 0006844,42590,113,Distributor,USD,AXW291,15,10,5,984.9,4924.5,610.638
6744,SO - 0006845,42590,79,Wholesale,USD,AXW291,31,1,8,1313.2,10505.6,840.448
6745,SO - 0006846,42590,46,Wholesale,USD,GUT930,46,1,11,1085.4,11939.4,770.634
6746,SO - 0006847,42590,13,Export,USD,AXW291,24,13,7,2988.2,20917.4,2390.56
6747,SO - 0006848,42590,17,Wholesale,USD,NXH382,48,15,9,790.6,7115.4,672.01
6748,SO - 0006849,42590,19,Distributor,USD,AXW291,18,4,5,2458.9,12294.5,1549.107
6749,SO - 0006850,42590,86,Wholesale,USD,NXH382,47,2,8,1695.1,13560.8,1203.521
6750,SO - 0006851,42590,9,Wholesale,USD,AXW291,18,15,5,6425.3,32126.5,3662.421
6751,SO - 0006852,42590,82,Wholesale,USD,AXW291,25,1,7,837.5,5862.5,477.375
6752,SO - 0006853,42591,65,Wholesale,USD,GUT930,32,9,8,3912.8,31302.4,3325.88
6753,SO - 0006854,42591,151,Wholesale,USD,NXH382,54,5,12,2405.3,28863.6,1395.074
6754,SO - 0006855,42591,126,Wholesale,USD,FLR025,64,1,9,958.1,8622.9,814.385
6755,SO - 0006856,42591,65,Wholesale,USD,GUT930,32,5,11,991.6,10907.6,644.54
6756,SO - 0006857,42591,33,Wholesale,USD,NXH382,49,2,12,5494.0,65928.0,4010.62
6757,SO - 0006858,42591,14,Wholesale,USD,AXW291,27,6,9,911.2,8200.8,628.728
6758,SO - 0006859,42591,49,Wholesale,USD,AXW291,23,5,11,3872.6,42598.6,1665.218
6759,SO - 0006860,42592,47,Wholesale,USD,AXW291,14,15,10,2613.0,26130.0,2221.05
6760,SO - 0006861,42592,172,Wholesale,USD,AXW291,15,15,5,3678.3,18391.5,2427.678
6761,SO - 0006862,42592,80,Wholesale,USD,AXW291,18,5,9,1273.0,11457.0,1069.32
6762,SO - 0006863,42592,22,Wholesale,USD,AXW291,2,9,5,944.7,4723.5,755.76
6763,SO - 0006864,42592,10,Wholesale,USD,GUT930,34,1,6,3999.9,23999.4,2519.937
6764,SO - 0006865,42592,158,Wholesale,USD,GUT930,37,4,10,2438.8,24388.0,1365.728
6765,SO - 0006866,42592,18,Distributor,USD,NXH382,55,5,7,261.3,1829.1,209.04
6766,SO - 0006867,42593,40,Wholesale,USD,FLR025,61,15,8,3899.4,31195.2,2573.604
6767,SO - 0006868,42593,152,Wholesale,USD,AXW291,30,9,12,1092.1,13105.2,546.05
6768,SO - 0006869,42593,60,Distributor,USD,AXW291,6,14,6,5299.7,31798.2,2172.877
6769,SO - 0006870,42594,69,Wholesale,USD,AXW291,26,13,8,1045.2,8361.6,700.284
6770,SO - 0006871,42594,138,Wholesale,USD,AXW291,4,2,10,1132.3,11323.0,690.703
6771,SO - 0006872,42594,31,Distributor,USD,NXH382,50,14,8,2291.4,18331.2,1718.55
6772,SO - 0006873,42594,126,Distributor,USD,AXW291,17,15,7,978.2,6847.4,430.408
6773,SO - 0006874,42594,114,Distributor,USD,FLR025,61,10,10,2693.4,26934.0,1912.314
6774,SO - 0006875,42594,20,Export,USD,GUT930,45,10,9,783.9,7055.1,509.535
6775,SO - 0006876,42594,18,Wholesale,USD,GUT930,34,5,5,891.1,4455.5,623.77
6776,SO - 0006877,42594,80,Distributor,USD,AXW291,23,10,10,2278.0,22780.0,1116.22
6777,SO - 0006878,42594,24,Wholesale,USD,NXH382,55,3,5,2733.6,13668.0,1448.808
6778,SO - 0006879,42594,137,Wholesale,USD,GUT930,38,1,6,797.3,4783.8,422.569
6779,SO - 0006880,42594,175,Wholesale,USD,AXW291,13,1,10,1105.5,11055.0,497.475
6780,SO - 0006881,42595,53,Distributor,USD,AXW291,31,7,12,1259.6,15115.2,516.436
6781,SO - 0006882,42595,36,Export,USD,AXW291,13,7,8,1018.4,8147.2,570.304
6782,SO - 0006883,42595,175,Distributor,USD,GUT930,40,4,12,1246.2,14954.4,834.954
6783,SO - 0006884,42595,53,Distributor,USD,FLR025,65,3,9,1788.9,16100.1,1484.787
6784,SO - 0006885,42595,139,Wholesale,USD,GUT930,45,14,7,3155.7,22089.9,1988.091
6785,SO - 0006886,42595,141,Distributor,USD,AXW291,6,13,8,1125.6,9004.8,585.312
6786,SO - 0006887,42595,46,Distributor,USD,GUT930,41,4,9,1072.0,9648.0,493.12
6787,SO - 0006888,42595,100,Wholesale,USD,AXW291,15,5,5,247.9,1239.5,185.925
6788,SO - 0006889,42595,7,Wholesale,USD,GUT930,34,6,9,2505.8,22552.2,1077.494
6789,SO - 0006890,42595,25,Distributor,USD,AXW291,16,15,5,1092.1,5460.5,775.391
6790,SO - 0006891,42595,45,Wholesale,USD,AXW291,28,4,10,3999.9,39999.0,2999.925
6791,SO - 0006892,42595,148,Distributor,USD,AXW291,13,1,6,1038.5,6231.0,633.485
6792,SO - 0006893,42596,132,Distributor,USD,GUT930,42,2,8,3852.5,30820.0,2311.5
6793,SO - 0006894,42596,116,Wholesale,USD,FLR025,64,1,5,1018.4,5092.0,661.96
6794,SO - 0006895,42596,168,Wholesale,USD,AXW291,15,8,6,234.5,1407.0,140.7
6795,SO - 0006896,42596,35,Distributor,USD,AXW291,12,15,5,998.3,4991.5,778.674
6796,SO - 0006897,42596,88,Distributor,USD,NXH382,55,8,9,2613.0,23517.0,1541.67
6797,SO - 0006898,42596,40,Wholesale,USD,AXW291,15,8,5,5212.6,26063.0,3283.938
6798,SO - 0006899,42596,16,Wholesale,USD,AXW291,8,4,6,1159.1,6954.6,498.413
6799,SO - 0006900,42596,105,Wholesale,USD,GUT930,43,10,6,884.4,5306.4,619.08
6800,SO - 0006901,42597,38,Distributor,USD,AXW291,12,14,8,3242.8,25942.4,1426.832
6801,SO - 0006902,42597,104,Wholesale,USD,AXW291,8,6,5,1005.0,5025.0,592.95
6802,SO - 0006903,42597,120,Wholesale,USD,FLR025,63,14,5,917.9,4589.5,743.499
6803,SO - 0006904,42597,167,Wholesale,USD,NXH382,57,2,12,5480.6,65767.2,4110.45
6804,SO - 0006905,42597,171,Distributor,USD,GUT930,34,2,6,1996.6,11979.6,938.402
6805,SO - 0006906,42597,19,Wholesale,USD,AXW291,27,13,8,5152.3,41218.4,2524.627
6806,SO - 0006907,42597,7,Distributor,USD,AXW291,29,9,11,850.9,9359.9,714.756
6807,SO - 0006908,42597,80,Distributor,USD,GUT930,38,10,6,2485.7,14914.2,1715.133
6808,SO - 0006909,42597,1,Wholesale,USD,AXW291,9,12,9,167.5,1507.5,112.225
6809,SO - 0006910,42597,113,Wholesale,USD,GUT930,34,14,12,1005.0,12060.0,824.1
6810,SO - 0006911,42598,144,Distributor,USD,AXW291,27,9,10,3899.4,38994.0,3119.52
6811,SO - 0006912,42598,30,Distributor,USD,AXW291,4,4,10,3999.9,39999.0,3359.916
6812,SO - 0006913,42598,165,Distributor,USD,NXH382,51,7,11,1869.3,20562.3,1271.124
6813,SO - 0006914,42598,146,Distributor,USD,GUT930,39,9,5,5540.9,27704.5,2437.996
6814,SO - 0006915,42598,82,Distributor,USD,AXW291,29,9,5,201.0,1005.0,158.79
6815,SO - 0006916,42598,146,Export,USD,AXW291,26,4,5,3088.7,15443.5,2223.864
6816,SO - 0006917,42598,67,Wholesale,USD,NXH382,50,6,9,1005.0,9045.0,723.6
6817,SO - 0006918,42598,87,Wholesale,USD,FLR025,63,15,9,1681.7,15135.3,924.935
6818,SO - 0006919,42598,146,Wholesale,USD,GUT930,45,12,9,998.3,8984.7,838.572
6819,SO - 0006920,42599,168,Wholesale,USD,FLR025,64,7,9,1018.4,9165.6,488.832
6820,SO - 0006921,42599,104,Wholesale,USD,GUT930,32,4,10,227.8,2278.0,95.676
6821,SO - 0006922,42599,60,Wholesale,USD,GUT930,46,14,8,261.3,2090.4,112.359
6822,SO - 0006923,42599,12,Wholesale,USD,NXH382,59,6,5,3886.0,19430.0,2681.34
6823,SO - 0006924,42600,26,Distributor,USD,AXW291,15,13,8,5802.2,46417.6,4177.584
6824,SO - 0006925,42600,101,Distributor,USD,AXW291,10,5,9,1279.7,11517.3,627.053
6825,SO - 0006926,42600,168,Wholesale,USD,GUT930,39,11,11,2331.6,25647.6,1725.384
6826,SO - 0006927,42600,135,Wholesale,USD,NXH382,57,15,6,5098.7,30592.2,3059.22
6827,SO - 0006928,42600,120,Wholesale,USD,NXH382,49,6,12,2680.0,32160.0,1179.2
6828,SO - 0006929,42600,55,Wholesale,USD,GUT930,43,7,11,2666.6,29332.6,2239.944
6829,SO - 0006930,42600,168,Distributor,USD,AXW291,13,15,7,2592.9,18150.3,1089.018
6830,SO - 0006931,42600,63,Wholesale,USD,NXH382,58,2,10,1078.7,10787.0,474.628
6831,SO - 0006932,42601,61,Wholesale,USD,AXW291,27,6,5,6003.2,30016.0,4322.304
6832,SO - 0006933,42601,49,Export,USD,NXH382,56,3,11,2458.9,27047.9,1524.518
6833,SO - 0006934,42601,87,Distributor,USD,AXW291,23,5,9,3839.1,34551.9,2418.633
6834,SO - 0006935,42601,131,Wholesale,USD,GUT930,40,13,7,6492.3,45446.1,4869.225
6835,SO - 0006936,42601,86,Wholesale,USD,FLR025,66,7,9,3912.8,35215.2,2817.216
6836,SO - 0006937,42601,36,Export,USD,FLR025,62,3,7,1085.4,7597.8,792.342
6837,SO - 0006938,42601,158,Wholesale,USD,GUT930,43,5,8,3296.4,26371.2,1911.912
6838,SO - 0006939,42601,34,Wholesale,USD,AXW291,12,9,8,5661.5,45292.0,3623.36
6839,SO - 0006940,42601,66,Wholesale,USD,FLR025,63,12,12,964.8,11577.6,549.936
6840,SO - 0006941,42602,20,Wholesale,USD,AXW291,15,9,6,2633.1,15798.6,1079.571
6841,SO - 0006942,42602,124,Wholesale,USD,GUT930,34,12,8,864.3,6914.4,630.939
6842,SO - 0006943,42602,82,Wholesale,USD,GUT930,35,13,5,2331.6,11658.0,1095.852
6843,SO - 0006944,42602,134,Distributor,USD,AXW291,22,6,11,844.2,9286.2,709.128
6844,SO - 0006945,42602,98,Distributor,USD,AXW291,6,14,6,3993.2,23959.2,1677.144
6845,SO - 0006946,42603,137,Wholesale,USD,AXW291,13,7,12,268.0,3216.0,176.88
6846,SO - 0006947,42603,42,Wholesale,USD,FLR025,61,14,9,6056.8,54511.2,2846.696
6847,SO - 0006948,42603,125,Wholesale,USD,AXW291,8,10,11,1943.0,21373.0,1262.95
6848,SO - 0006949,42603,30,Distributor,USD,AXW291,8,4,10,1192.6,11926.0,954.08
6849,SO - 0006950,42603,146,Distributor,USD,AXW291,15,5,10,2539.3,25393.0,1879.082
6850,SO - 0006951,42603,124,Distributor,USD,NXH382,53,2,5,1782.2,8911.0,712.88
6851,SO - 0006952,42603,120,Export,USD,NXH382,50,10,11,1132.3,12455.3,566.15
6852,SO - 0006953,42603,67,Distributor,USD,GUT930,38,7,5,1005.0,5025.0,592.95
6853,SO - 0006954,42603,16,Distributor,USD,AXW291,4,4,8,978.2,7825.6,616.266
6854,SO - 0006955,42603,88,Wholesale,USD,FLR025,62,9,12,6452.1,77425.2,4580.991
6855,SO - 0006956,42604,148,Distributor,USD,NXH382,55,10,9,1943.0,17487.0,1360.1
6856,SO - 0006957,42604,85,Wholesale,USD,AXW291,12,12,9,1025.1,9225.9,461.295
6857,SO - 0006958,42604,45,Wholesale,USD,FLR025,61,11,11,5829.0,64119.0,4196.88
6858,SO - 0006959,42604,144,Distributor,USD,GUT930,41,7,8,1072.0,8576.0,621.76
6859,SO - 0006960,42604,118,Wholesale,USD,AXW291,15,3,7,2391.9,16743.3,1698.249
6860,SO - 0006961,42604,153,Wholesale,USD,FLR025,63,10,12,3624.7,43496.4,2646.031
6861,SO - 0006962,42604,126,Distributor,USD,AXW291,1,12,9,2720.2,24481.8,1251.292
6862,SO - 0006963,42604,144,Wholesale,USD,AXW291,23,6,6,6398.5,38391.0,4606.92
6863,SO - 0006964,42604,135,Distributor,USD,AXW291,16,15,9,1118.9,10070.1,604.206
6864,SO - 0006965,42604,97,Distributor,USD,GUT930,33,14,10,207.7,2077.0,128.774
6865,SO - 0006966,42604,174,Wholesale,USD,NXH382,56,3,5,1025.1,5125.5,420.291
6866,SO - 0006967,42605,44,Wholesale,USD,GUT930,42,3,10,5393.5,53935.0,3667.58
6867,SO - 0006968,42605,165,Distributor,USD,AXW291,13,10,8,3999.9,31999.2,3319.917
6868,SO - 0006969,42605,164,Distributor,USD,AXW291,28,14,9,2432.1,21888.9,1653.828
6869,SO - 0006970,42605,78,Distributor,USD,FLR025,62,4,7,3879.3,27155.1,3219.819
6870,SO - 0006971,42605,62,Wholesale,USD,AXW291,3,11,10,221.1,2211.0,119.394
6871,SO - 0006972,42605,90,Wholesale,USD,AXW291,12,1,9,998.3,8984.7,748.725
6872,SO - 0006973,42606,144,Wholesale,USD,AXW291,3,4,12,1132.3,13587.6,849.225
6873,SO - 0006974,42606,38,Wholesale,USD,GUT930,41,6,5,201.0,1005.0,158.79
6874,SO - 0006975,42606,1,Wholesale,USD,GUT930,38,6,12,683.4,8200.8,492.048
6875,SO - 0006976,42606,165,Wholesale,USD,AXW291,3,3,9,5293.0,47637.0,3334.59
6876,SO - 0006977,42606,121,Distributor,USD,AXW291,23,9,5,167.5,837.5,73.7
6877,SO - 0006978,42606,78,Distributor,USD,AXW291,19,2,11,5480.6,60286.6,3288.36
6878,SO - 0006979,42606,16,Wholesale,USD,AXW291,13,2,9,3819.0,34371.0,2482.35
6879,SO - 0006980,42606,106,Wholesale,USD,GUT930,47,9,9,6016.6,54149.4,3429.462
6880,SO - 0006981,42607,34,Distributor,USD,AXW291,11,10,11,1025.1,11276.1,543.303
6881,SO - 0006982,42607,127,Export,USD,GUT930,45,5,11,2659.9,29258.9,1861.93
6882,SO - 0006983,42607,29,Wholesale,USD,GUT930,44,9,9,3892.7,35034.3,2997.379
6883,SO - 0006984,42607,158,Export,USD,GUT930,41,9,5,911.2,4556.0,473.824
6884,SO - 0006985,42607,164,Distributor,USD,GUT930,46,10,8,1862.6,14900.8,745.04
6885,SO - 0006986,42607,137,Wholesale,USD,GUT930,39,1,10,207.7,2077.0,139.159
6886,SO - 0006987,42607,60,Wholesale,USD,GUT930,45,11,7,1969.8,13788.6,1634.934
6887,SO - 0006988,42607,103,Wholesale,USD,GUT930,37,11,7,944.7,6612.9,462.903
6888,SO - 0006989,42607,89,Distributor,USD,AXW291,8,10,12,864.3,10371.6,535.866
6889,SO - 0006990,42608,80,Export,USD,NXH382,49,11,7,2291.4,16039.8,1512.324
6890,SO - 0006991,42608,72,Wholesale,USD,AXW291,9,5,8,1132.3,9058.4,894.517
6891,SO - 0006992,42608,57,Wholesale,USD,GUT930,45,15,7,194.3,1360.1,77.72
6892,SO - 0006993,42608,123,Wholesale,USD,GUT930,41,14,12,247.9,2974.8,153.698
6893,SO - 0006994,42608,157,Export,USD,FLR025,62,12,10,1038.5,10385.0,623.1
6894,SO - 0006995,42608,45,Wholesale,USD,GUT930,47,15,9,1105.5,9949.5,895.455
6895,SO - 0006996,42608,94,Wholesale,USD,GUT930,46,13,9,180.9,1628.1,103.113
6896,SO - 0006997,42608,14,Wholesale,USD,GUT930,36,3,7,5654.8,39583.6,3279.784
6897,SO - 0006998,42608,1,Wholesale,USD,AXW291,28,8,10,3906.1,39061.0,1757.745
6898,SO - 0006999,42608,85,Distributor,USD,NXH382,48,6,12,917.9,11014.8,780.215
6899,SO - 0007000,42608,82,Wholesale,USD,GUT930,32,8,6,2619.7,15718.2,2121.957
6900,SO - 0007001,42609,123,Wholesale,USD,NXH382,59,14,10,777.2,7772.0,512.952
6901,SO - 0007002,42609,25,Wholesale,USD,GUT930,36,9,11,958.1,10539.1,603.603
6902,SO - 0007003,42609,54,Export,USD,AXW291,14,11,8,227.8,1822.4,123.012
6903,SO - 0007004,42609,92,Wholesale,USD,NXH382,52,11,10,1835.8,18358.0,1321.776
6904,SO - 0007005,42610,29,Wholesale,USD,FLR025,64,14,6,1058.6,6351.6,455.198
6905,SO - 0007006,42610,16,Wholesale,USD,GUT930,41,3,9,5674.9,51074.1,3575.187
6906,SO - 0007007,42610,124,Wholesale,USD,AXW291,15,7,5,1989.9,9949.5,1691.415
6907,SO - 0007008,42610,149,Distributor,USD,AXW291,16,8,7,234.5,1641.5,93.8
6908,SO - 0007009,42610,150,Wholesale,USD,AXW291,27,1,6,1038.5,6231.0,664.64
6909,SO - 0007010,42610,43,Wholesale,USD,AXW291,9,9,7,1031.8,7222.6,577.808
6910,SO - 0007011,42610,140,Distributor,USD,AXW291,28,2,11,3524.2,38766.2,1515.406
6911,SO - 0007012,42610,27,Distributor,USD,GUT930,44,7,7,2324.9,16274.3,1069.454
6912,SO - 0007013,42610,83,Wholesale,USD,AXW291,21,10,7,737.0,5159.0,368.5
6913,SO - 0007014,42610,14,Export,USD,AXW291,5,9,6,1005.0,6030.0,502.5
6914,SO - 0007015,42610,86,Wholesale,USD,NXH382,60,10,10,1139.0,11390.0,911.2
6915,SO - 0007016,42610,135,Export,USD,GUT930,39,1,11,1098.8,12086.8,813.112
6916,SO - 0007017,42610,139,Distributor,USD,NXH382,49,6,9,3825.7,34431.3,2486.705
6917,SO - 0007018,42611,145,Wholesale,USD,GUT930,38,4,11,180.9,1989.9,74.169
6918,SO - 0007019,42611,63,Wholesale,USD,AXW291,20,13,6,964.8,5788.8,578.88
6919,SO - 0007020,42611,5,Distributor,USD,FLR025,61,5,9,2485.7,22371.3,1267.707
6920,SO - 0007021,42612,118,Export,USD,AXW291,26,3,11,214.4,2358.4,141.504
6921,SO - 0007022,42612,83,Distributor,USD,NXH382,56,4,9,2432.1,21888.9,1556.544
6922,SO - 0007023,42612,142,Distributor,USD,AXW291,4,15,12,1118.9,13426.8,626.584
6923,SO - 0007024,42612,138,Export,USD,AXW291,8,11,10,891.1,8911.0,561.393
6924,SO - 0007025,42612,60,Export,USD,GUT930,38,12,9,2485.7,22371.3,1043.994
6925,SO - 0007026,42612,160,Distributor,USD,AXW291,19,3,6,1018.4,6110.4,692.512
6926,SO - 0007027,42612,78,Wholesale,USD,AXW291,6,13,12,2465.6,29587.2,1799.888
6927,SO - 0007028,42612,50,Distributor,USD,AXW291,20,4,12,3993.2,47918.4,3034.832
6928,SO - 0007029,42612,154,Distributor,USD,AXW291,27,4,11,3685.0,40535.0,2247.85
6929,SO - 0007030,42612,75,Wholesale,USD,NXH382,56,12,9,2284.7,20562.3,1919.148
6930,SO - 0007031,42612,127,Distributor,USD,GUT930,35,13,9,3323.2,29908.8,1927.456
6931,SO - 0007032,42613,38,Wholesale,USD,NXH382,59,13,6,1078.7,6472.2,431.48
6932,SO - 0007033,42613,5,Wholesale,USD,AXW291,16,13,9,1045.2,9406.8,606.216
6933,SO - 0007034,42613,69,Wholesale,USD,NXH382,49,7,8,2646.5,21172.0,1931.945
6934,SO - 0007035,42613,147,Wholesale,USD,NXH382,54,9,11,2666.6,29332.6,1786.622
6935,SO - 0007036,42613,11,Export,USD,AXW291,20,2,7,1889.4,13225.8,831.336
6936,SO - 0007037,42613,29,Distributor,USD,AXW291,29,12,5,2492.4,12462.0,1296.048
6937,SO - 0007038,42613,40,Distributor,USD,AXW291,19,11,7,1179.2,8254.4,896.192
6938,SO - 0007039,42614,152,Wholesale,USD,AXW291,8,8,10,2318.2,23182.0,1530.012
6939,SO - 0007040,42614,115,Distributor,USD,FLR025,62,1,9,3584.5,32260.5,2831.755
6940,SO - 0007041,42614,104,Distributor,USD,AXW291,15,15,7,3999.9,27999.3,1879.953
6941,SO - 0007042,42614,101,Distributor,USD,AXW291,2,13,12,1996.6,23959.2,1677.144
6942,SO - 0007043,42614,28,Distributor,USD,NXH382,50,12,10,1132.3,11323.0,826.579
6943,SO - 0007044,42614,4,Distributor,USD,GUT930,37,6,12,1963.1,23557.2,1413.432
6944,SO - 0007045,42614,9,Export,USD,FLR025,64,9,8,1896.1,15168.8,1611.685
6945,SO - 0007046,42614,140,Distributor,USD,AXW291,14,9,12,804.0,9648.0,538.68
6946,SO - 0007047,42614,169,Distributor,USD,AXW291,12,10,12,174.2,2090.4,128.908
6947,SO - 0007048,42614,79,Wholesale,USD,GUT930,46,13,9,3926.2,35335.8,1688.266
6948,SO - 0007049,42614,84,Export,USD,GUT930,42,6,7,180.9,1266.3,141.102
6949,SO - 0007050,42614,112,Wholesale,USD,AXW291,21,14,9,254.6,2291.4,152.76
6950,SO - 0007051,42615,60,Wholesale,USD,FLR025,62,11,10,1132.3,11323.0,566.15
6951,SO - 0007052,42615,145,Wholesale,USD,AXW291,31,12,7,227.8,1594.6,166.294
6952,SO - 0007053,42615,3,Wholesale,USD,AXW291,26,6,8,2003.3,16026.4,1422.343
6953,SO - 0007054,42615,37,Distributor,USD,AXW291,1,11,8,2525.9,20207.2,1818.648
6954,SO - 0007055,42615,53,Wholesale,USD,AXW291,5,13,6,3691.7,22150.2,2178.103
6955,SO - 0007056,42615,39,Wholesale,USD,GUT930,38,1,9,1762.1,15858.9,1145.365
6956,SO - 0007057,42616,55,Distributor,USD,NXH382,47,14,9,891.1,8019.9,436.639
6957,SO - 0007058,42616,29,Wholesale,USD,AXW291,20,14,11,1031.8,11349.8,567.49
6958,SO - 0007059,42616,29,Distributor,USD,GUT930,45,13,6,1011.7,6070.2,495.733
6959,SO - 0007060,42616,120,Wholesale,USD,GUT930,39,6,10,777.2,7772.0,481.864
6960,SO - 0007061,42616,174,Wholesale,USD,AXW291,31,4,9,2599.6,23396.4,2209.66
6961,SO - 0007062,42616,30,Export,USD,NXH382,59,10,12,5922.8,71073.6,4205.188
6962,SO - 0007063,42617,44,Wholesale,USD,GUT930,46,15,5,757.1,3785.5,423.976
6963,SO - 0007064,42617,63,Wholesale,USD,AXW291,31,6,10,3008.3,30083.0,2075.727
6964,SO - 0007065,42617,79,Wholesale,USD,AXW291,26,5,11,247.9,2726.9,195.841
6965,SO - 0007066,42617,108,Distributor,USD,NXH382,55,11,5,2499.1,12495.5,1299.532
6966,SO - 0007067,42617,127,Wholesale,USD,AXW291,2,4,11,2592.9,28521.9,1192.734
6967,SO - 0007068,42617,138,Distributor,USD,AXW291,16,7,8,2331.6,18652.8,1865.28
6968,SO - 0007069,42617,151,Distributor,USD,NXH382,55,14,11,241.2,2653.2,161.604
6969,SO - 0007070,42617,94,Distributor,USD,AXW291,26,9,8,1045.2,8361.6,846.612
6970,SO - 0007071,42617,134,Export,USD,FLR025,60,15,8,897.8,7182.4,763.13
6971,SO - 0007072,42618,89,Wholesale,USD,AXW291,11,10,9,1896.1,17064.9,1156.621
6972,SO - 0007073,42618,77,Wholesale,USD,GUT930,44,1,6,1011.7,6070.2,758.775
6973,SO - 0007074,42618,149,Wholesale,USD,AXW291,17,1,10,247.9,2479.0,205.757
6974,SO - 0007075,42618,165,Distributor,USD,AXW291,24,2,12,1139.0,13668.0,740.35
6975,SO - 0007076,42618,151,Wholesale,USD,NXH382,58,12,7,1098.8,7691.6,933.98
6976,SO - 0007077,42618,168,Wholesale,USD,GUT930,36,7,9,214.4,1929.6,167.232
6977,SO - 0007078,42618,139,Distributor,USD,NXH382,58,14,7,241.2,1688.4,202.608
6978,SO - 0007079,42618,152,Wholesale,USD,AXW291,10,1,11,2847.5,31322.5,2363.425
6979,SO - 0007080,42618,16,Wholesale,USD,FLR025,64,12,9,710.2,6391.8,482.936
6980,SO - 0007081,42618,91,Wholesale,USD,AXW291,17,4,7,911.2,6378.4,646.952
6981,SO - 0007082,42618,109,Wholesale,USD,AXW291,5,2,8,3711.8,29694.4,2375.552
6982,SO - 0007083,42619,13,Wholesale,USD,NXH382,50,5,11,978.2,10760.2,538.01
6983,SO - 0007084,42619,113,Distributor,USD,GUT930,46,5,9,2499.1,22491.9,1599.424
6984,SO - 0007085,42619,100,Export,USD,GUT930,35,8,6,5085.3,30511.8,2186.679
6985,SO - 0007086,42619,100,Wholesale,USD,AXW291,1,12,7,2345.0,16415.0,1219.4
6986,SO - 0007087,42619,29,Distributor,USD,NXH382,54,5,11,2432.1,26753.1,1605.186
6987,SO - 0007088,42619,137,Distributor,USD,AXW291,6,13,9,3986.5,35878.5,2631.09
